student_id,age,gender,course,year,daily_study_hours,daily_sleep_hours,screen_time_hours,stress_level,anxiety_score,depression_score,academic_pressure_score,financial_stress_score,social_support_score,physical_activity_hours,sleep_quality,attendance_percentage,cgpa,internet_quality,burnout_level
STU00496,21,Female,AIDS,1st Year,9.3,6.9,6.5,High,6,6,4,6,6,1.1,Poor,71.9,8.24,Good,High
STU00497,18,Female,ECE,4th Year,3.8,6.7,4.0,Medium,7,5,7,7,5,1.3,Poor,88.3,8.04,Average,Medium
STU00498,20,Female,AIDS,2nd Year,8.0,8.0,5.5,Low,4,4,4,4,4,2.3,Good,76.3,8.42,Average,Medium
STU00499,25,Male,AIML,1st Year,5.2,6.6,6.3,High,8,8,9,5,6,1.3,Poor,69.6,7.55,Good,High
STU00500,21,Female,AIDS,1st Year,4.4,7.1,4.4,Medium,4,6,3,9,9,1.6,Good,91.1,7.69,Poor,Low
STU00501,18,Female,AIML,1st Year,6.0,8.1,4.4,Low,1,4,7,1,10,0.7,Average,83.3,7.72,Average,Medium
STU00502,23,Female,ECE,2nd Year,4.8,7.2,6.0,Low,5,4,4,3,6,1.2,Poor,78.7,8.38,Good,Medium
STU00503,25,Male,CSE,1st Year,4.4,7.7,2.8,High,4,1,1,2,7,2.6,Good,100.0,8.67,Average,High
STU00504,24,Male,ECE,3rd Year,5.5,5.8,4.1,Low,5,4,1,6,10,1.6,Average,80.9,8.78,Average,Medium
STU00505,20,Female,ECE,4th Year,1.5,7.9,6.1,Medium,4,4,5,7,8,2.3,Average,76.9,8.31,Average,High
STU00506,21,Male,ECE,2nd Year,3.6,5.8,6.8,Medium,5,5,7,6,6,1.5,Average,93.5,8.64,Good,Medium
STU00507,22,Female,Cyber,1st Year,6.3,6.7,5.3,Medium,6,4,5,3,7,1.4,Poor,83.9,8.25,Good,Medium
STU00508,19,Male,AIDS,2nd Year,7.0,6.6,6.4,High,8,8,7,2,5,1.9,Poor,82.7,8.19,Good,High
STU00509,20,Male,ECE,4th Year,5.4,8.5,3.7,Low,4,3,2,3,9,1.6,Good,83.7,8.31,Good,Low
STU00510,19,Female,AIML,3rd Year,5.6,8.1,5.1,High,4,5,8,6,7,1.2,Good,78.6,7.23,Average,High
STU00511,25,Male,CIVIL,1st Year,5.7,6.0,3.1,High,10,5,6,10,6,1.4,Poor,76.9,7.81,Good,High
STU00512,23,Male,ECE,3rd Year,6.5,6.1,4.7,Medium,6,4,5,4,6,1.9,Good,88.8,8.65,Average,Medium
STU00513,24,Female,CIVIL,2nd Year,2.5,6.9,6.4,High,7,4,7,10,2,1.8,Average,86.9,8.11,Poor,Medium
STU00514,24,Female,CIVIL,2nd Year,4.1,7.1,5.0,Low,4,5,2,7,6,0.7,Poor,83.9,8.71,Good,Low
STU00515,25,Female,CIVIL,1st Year,4.7,6.1,3.5,Low,5,3,2,2,6,2.2,Poor,93.3,7.94,Good,Low
STU00516,18,Male,AIDS,4th Year,5.4,6.8,5.3,Medium,7,4,6,6,7,1.5,Average,87.1,8.1,Average,High
STU00517,25,Male,ECE,1st Year,1.2,7.4,6.8,Medium,6,6,5,5,6,1.9,Poor,74.2,7.62,Good,Medium
STU00518,18,Female,CSE,1st Year,2.7,5.8,6.2,Low,6,3,4,3,6,2.9,Average,81.5,8.74,Good,Medium
STU00519,21,Male,Cyber,1st Year,4.9,6.1,4.8,Medium,5,5,3,6,8,1.4,Poor,80.3,8.22,Average,Medium
STU00520,22,Male,AIDS,3rd Year,6.5,6.9,6.7,Low,4,3,4,4,9,1.3,Poor,93.9,8.7,Poor,Low
STU00521,20,Male,Cyber,2nd Year,4.3,6.6,8.8,Medium,7,3,6,8,6,1.6,Poor,85.4,7.88,Poor,Medium
STU00522,19,Male,AIDS,1st Year,3.6,7.9,3.9,Low,5,5,4,5,10,2.0,Good,86.6,8.0,Average,Low
STU00523,19,Female,CSE,2nd Year,5.7,7.1,4.0,Low,4,3,2,1,9,2.3,Poor,94.7,7.57,Average,Low
STU00524,24,Female,AIML,3rd Year,4.3,7.0,5.9,Medium,7,5,5,5,6,1.3,Good,68.2,7.12,Poor,High
STU00525,20,Female,Cyber,2nd Year,6.8,8.4,4.7,Medium,5,7,5,7,4,0.8,Good,73.9,7.82,Average,Medium
STU00526,20,Male,Cyber,4th Year,4.6,5.8,6.5,Medium,5,7,6,2,7,0.6,Poor,77.0,7.83,Average,High
STU00527,25,Male,CSE,2nd Year,2.9,6.5,4.9,Medium,4,4,1,5,7,0.9,Poor,86.4,8.11,Good,Medium
STU00528,19,Male,CSE,1st Year,7.4,7.7,5.2,Medium,3,4,2,5,5,1.5,Good,89.0,8.79,Good,Medium
STU00529,25,Male,AIDS,4th Year,7.4,7.3,5.0,Medium,6,6,6,2,7,1.2,Poor,79.1,7.88,Average,Low
STU00530,25,Male,Cyber,4th Year,2.7,8.5,2.0,Low,3,1,4,1,10,3.0,Average,82.3,8.29,Poor,Low
STU00531,22,Male,CSE,2nd Year,5.9,8.0,3.3,High,7,4,5,5,7,0.3,Good,81.7,7.62,Poor,Medium
STU00532,19,Male,CSE,4th Year,3.9,8.1,5.4,Low,1,2,1,8,10,2.3,Average,91.5,8.62,Poor,Medium
STU00533,19,Female,Cyber,2nd Year,5.8,5.8,5.2,Low,2,4,3,4,10,1.6,Poor,76.6,8.09,Average,Low
STU00534,20,Female,CSE,2nd Year,3.3,7.2,5.6,Medium,6,5,7,8,10,1.8,Average,82.0,8.56,Poor,High
STU00535,22,Male,ECE,4th Year,7.1,5.1,7.6,High,10,7,10,8,3,0.4,Poor,75.2,7.34,Average,High
STU00536,19,Male,AIDS,3rd Year,7.6,7.1,3.7,High,10,9,10,5,3,1.5,Average,87.7,7.78,Good,High
STU00537,21,Female,AIML,2nd Year,3.5,7.3,4.9,High,8,6,7,9,2,1.8,Poor,70.1,7.08,Average,Medium
STU00538,18,Female,ECE,3rd Year,5.2,5.2,5.2,Medium,6,2,6,6,6,1.3,Poor,86.7,8.46,Good,Medium
STU00539,22,Female,CSE,2nd Year,6.7,9.0,2.1,Low,1,3,2,1,10,2.9,Good,81.8,9.32,Poor,Low
STU00540,18,Male,AIML,1st Year,3.2,7.6,3.1,Medium,5,4,5,3,6,1.9,Average,71.1,6.93,Average,Low
STU00541,23,Female,CIVIL,4th Year,3.7,6.8,3.4,Medium,4,6,5,6,4,2.5,Average,74.8,8.16,Good,Low
STU00542,18,Male,Cyber,3rd Year,6.0,7.2,4.5,Low,4,5,1,7,7,1.8,Average,90.5,8.22,Average,Medium
STU00543,19,Male,CIVIL,3rd Year,4.7,8.0,5.4,Medium,8,5,7,8,7,2.0,Average,82.3,8.02,Good,Medium
STU00544,19,Male,AIML,3rd Year,2.0,5.3,6.0,High,6,5,5,6,5,1.2,Poor,81.6,8.15,Good,High
STU00545,24,Male,AIML,3rd Year,4.6,6.7,8.7,High,9,10,7,10,5,0.7,Average,81.8,6.43,Average,High
STU00546,18,Male,Cyber,2nd Year,7.7,8.8,4.3,Low,1,3,1,1,10,3.0,Good,91.0,9.1,Average,Medium
STU00547,21,Male,Cyber,4th Year,8.7,6.7,5.0,Low,7,5,4,1,8,0.9,Average,82.5,8.7,Average,Medium
STU00548,22,Female,CIVIL,3rd Year,3.6,7.9,6.7,Low,5,7,5,1,10,1.6,Good,83.5,8.78,Poor,Low
STU00549,22,Male,CSE,3rd Year,3.3,7.1,2.8,Low,5,4,4,3,6,0.6,Poor,75.6,7.37,Poor,Medium
STU00550,23,Male,AIDS,2nd Year,4.3,5.9,2.8,Medium,7,6,7,3,6,0.9,Good,94.2,7.9,Poor,Medium
STU00551,24,Male,AIDS,2nd Year,8.0,6.7,3.0,Low,3,1,2,6,8,1.3,Average,98.2,8.25,Good,High
STU00552,21,Male,Cyber,1st Year,6.6,7.4,6.4,Medium,3,2,6,5,7,1.1,Poor,94.0,7.02,Good,Low
STU00553,24,Male,AIML,2nd Year,7.6,6.3,5.2,Medium,4,4,3,4,7,1.7,Average,78.6,7.73,Average,Medium
STU00554,20,Male,Cyber,1st Year,6.6,5.8,3.1,Low,5,4,4,2,9,2.0,Average,79.5,7.56,Average,Medium
STU00555,25,Male,AIML,3rd Year,2.5,7.2,3.8,Low,5,4,5,1,3,1.1,Average,80.8,8.1,Good,Low
STU00556,22,Female,AIDS,4th Year,3.3,6.4,3.4,Low,6,3,6,6,7,1.1,Average,91.3,7.07,Good,Low
STU00557,23,Female,Cyber,2nd Year,3.6,6.1,2.9,Low,3,4,3,6,8,2.4,Average,85.5,7.56,Average,High
STU00558,25,Male,CIVIL,2nd Year,4.1,6.9,7.2,Low,3,3,5,6,6,2.4,Good,77.6,7.54,Average,Medium
STU00559,24,Female,ECE,3rd Year,3.7,7.6,4.8,Medium,7,5,6,2,3,2.3,Average,86.2,8.4,Good,Medium
STU00560,24,Female,Cyber,1st Year,3.8,7.2,7.0,Medium,4,5,4,4,7,0.8,Poor,78.9,9.53,Good,Low
STU00561,22,Female,ECE,4th Year,6.6,5.0,5.5,High,9,7,9,10,3,1.6,Poor,64.0,7.54,Good,Medium
STU00562,18,Female,Cyber,2nd Year,5.3,7.0,6.2,Medium,6,4,9,4,8,2.4,Average,81.2,7.24,Average,High
STU00563,21,Female,CIVIL,1st Year,7.1,7.9,5.2,Low,6,6,3,2,7,0.7,Good,79.6,7.73,Poor,Medium
STU00564,19,Female,CSE,1st Year,5.5,8.7,6.5,Medium,7,6,7,1,5,2.0,Average,81.2,8.26,Average,Medium
STU00565,25,Female,CIVIL,4th Year,3.5,8.7,4.6,Low,2,3,2,1,5,2.0,Average,65.1,7.22,Average,Low
STU00566,19,Male,AIDS,1st Year,5.2,6.1,6.1,Medium,6,6,5,2,8,1.5,Average,76.8,8.6,Good,Medium
STU00567,19,Male,AIDS,3rd Year,2.2,7.7,5.6,Medium,5,4,6,7,8,1.7,Good,83.1,8.03,Poor,Medium
STU00568,19,Male,Cyber,1st Year,1.0,7.7,2.7,Low,2,2,2,1,8,2.2,Good,75.5,7.94,Good,Low
STU00569,23,Male,AIDS,1st Year,6.3,5.6,6.5,Low,6,4,5,3,6,2.0,Average,68.4,6.81,Good,Medium
STU00570,22,Male,AIML,4th Year,6.7,7.3,4.6,Low,3,3,2,3,6,2.3,Good,84.6,8.68,Good,Medium
STU00571,25,Male,AIDS,1st Year,5.0,8.7,3.9,Low,4,5,4,10,8,0.8,Good,89.2,7.67,Good,Medium
STU00572,21,Female,CSE,1st Year,4.2,8.2,5.6,Low,5,6,5,1,9,1.3,Good,77.4,8.08,Good,Low
STU00573,20,Female,AIML,2nd Year,3.3,4.3,9.1,High,10,10,10,9,1,0.5,Poor,66.6,6.77,Poor,High
STU00574,18,Female,Cyber,4th Year,6.9,7.2,4.0,Low,5,5,4,6,5,2.6,Good,83.1,7.34,Average,Low
STU00575,18,Male,AIML,2nd Year,5.4,8.4,2.9,Low,2,1,1,1,10,0.7,Good,78.8,8.36,Poor,Medium
STU00576,20,Male,AIML,1st Year,5.1,6.1,2.0,Low,3,1,2,4,10,1.7,Good,98.7,7.87,Good,Low
STU00577,25,Female,AIDS,4th Year,5.2,4.9,3.5,Medium,5,4,6,7,3,0.4,Average,77.1,7.31,Good,Medium
STU00578,22,Female,AIML,3rd Year,4.5,6.2,6.1,High,8,6,8,8,2,0.3,Poor,74.6,7.68,Poor,High
STU00579,25,Female,AIDS,4th Year,2.8,7.3,5.6,Low,5,2,3,7,8,2.3,Average,88.1,8.45,Poor,Low
STU00580,18,Female,CSE,3rd Year,5.8,4.4,5.6,Low,6,9,7,2,2,0.8,Poor,63.8,7.41,Average,Low
STU00581,18,Female,AIDS,3rd Year,4.2,6.7,7.7,High,8,7,6,6,5,0.0,Average,86.0,7.23,Average,High
STU00582,24,Male,AIDS,2nd Year,4.2,7.9,4.8,Medium,4,4,4,9,6,1.5,Good,91.3,7.67,Good,High
STU00583,18,Male,AIML,2nd Year,8.0,6.7,4.7,Medium,5,7,3,7,6,2.7,Average,84.3,7.8,Poor,Medium
STU00584,18,Male,AIDS,3rd Year,5.0,6.8,5.0,Medium,9,4,7,6,8,0.4,Average,84.9,6.72,Good,Medium
STU00585,21,Female,CIVIL,3rd Year,1.0,6.8,7.3,High,9,6,7,10,8,1.5,Poor,75.4,7.45,Average,High
STU00586,25,Female,AIDS,4th Year,4.1,7.0,4.3,Medium,4,8,3,3,5,2.2,Poor,87.1,6.9,Average,Medium
STU00587,23,Male,AIML,3rd Year,3.0,5.7,4.4,Low,6,4,3,6,6,1.7,Average,78.5,8.02,Poor,Medium
STU00588,18,Female,Cyber,2nd Year,4.7,6.1,4.3,High,8,8,6,6,7,2.6,Average,82.5,7.16,Good,High
STU00589,24,Male,AIDS,2nd Year,2.9,5.4,6.3,High,10,9,9,8,5,0.4,Poor,73.3,6.51,Good,High
STU00590,24,Male,AIML,3rd Year,5.8,5.9,5.5,High,8,7,8,10,5,2.2,Poor,80.6,8.24,Average,Low
STU00591,24,Male,AIDS,2nd Year,4.7,7.6,5.8,Medium,6,8,6,7,6,1.9,Poor,86.6,7.72,Average,Low
STU00592,25,Male,AIML,4th Year,4.3,7.1,7.1,Medium,7,6,7,2,4,1.3,Poor,97.1,6.85,Good,Low
STU00593,19,Female,AIDS,3rd Year,5.3,5.7,5.4,High,9,5,8,7,6,0.6,Poor,79.9,7.53,Good,High
STU00594,25,Male,CSE,1st Year,4.9,6.5,6.0,High,6,5,6,4,4,0.9,Poor,85.3,8.06,Good,High
STU00595,20,Female,CSE,3rd Year,5.0,7.3,6.2,High,9,5,6,10,5,0.0,Average,71.5,7.22,Good,High
STU00596,24,Female,CIVIL,3rd Year,4.8,5.8,7.7,Medium,6,6,6,9,5,1.6,Poor,87.0,7.57,Good,High
STU00597,22,Male,AIDS,4th Year,5.0,7.4,5.0,Medium,7,5,8,5,7,1.7,Good,76.7,7.93,Average,Medium
STU00598,24,Male,CIVIL,2nd Year,5.4,8.4,4.2,Low,1,5,3,9,10,1.8,Average,100.0,8.34,Good,Low
STU00599,23,Female,CIVIL,3rd Year,5.5,7.7,6.5,High,6,6,8,8,5,1.3,Average,66.9,7.14,Average,High
STU00600,23,Male,Cyber,2nd Year,7.0,7.0,4.7,High,6,8,5,4,3,2.3,Poor,99.5,8.23,Average,High
STU00601,22,Female,AIML,3rd Year,3.9,8.1,5.6,Medium,5,1,5,6,6,1.8,Average,91.3,7.89,Good,Medium
STU00602,24,Male,CSE,1st Year,6.1,4.9,10.0,High,10,8,9,10,2,0.3,Poor,61.0,7.96,Good,High
STU00603,23,Female,Cyber,4th Year,9.0,9.0,2.5,Low,2,1,1,4,9,2.1,Average,100.0,8.67,Average,Low
STU00604,19,Female,AIML,4th Year,5.2,6.5,8.1,High,8,8,6,7,4,2.3,Poor,70.3,7.62,Average,High
STU00605,24,Male,CIVIL,3rd Year,4.8,8.3,3.8,Low,4,3,4,7,10,2.1,Good,83.4,8.31,Good,Low
STU00606,22,Male,CSE,3rd Year,2.8,6.4,7.1,Medium,6,3,6,3,6,1.2,Poor,71.0,7.49,Good,Medium
STU00607,20,Female,CSE,1st Year,4.4,5.8,8.4,High,10,9,10,4,2,0.6,Poor,69.3,6.65,Good,Medium
STU00608,22,Male,AIML,3rd Year,4.6,7.8,5.1,Low,3,1,3,4,7,2.1,Good,85.9,8.46,Poor,Low
STU00609,25,Male,CSE,2nd Year,5.8,6.4,4.4,Low,6,2,3,1,5,1.5,Poor,91.9,8.52,Average,Medium
STU00610,24,Male,AIML,3rd Year,6.2,5.9,4.9,Low,4,7,6,1,7,1.2,Poor,100.0,9.31,Good,Low
STU00611,24,Male,ECE,1st Year,5.4,7.1,3.5,Medium,6,3,2,3,8,1.8,Good,81.7,8.58,Good,Medium
STU00612,21,Female,AIML,3rd Year,6.7,7.3,6.0,High,9,7,9,2,3,2.0,Average,56.0,7.92,Good,High
STU00613,24,Female,ECE,2nd Year,3.1,5.4,4.5,Low,4,4,4,6,7,2.1,Average,89.6,8.45,Good,Low
STU00614,21,Male,CIVIL,3rd Year,6.0,6.1,6.0,High,7,5,6,4,5,1.0,Poor,74.7,7.33,Average,Medium
STU00615,23,Female,ECE,3rd Year,4.7,8.7,2.2,Low,3,1,3,4,7,2.4,Average,100.0,7.77,Average,Low
STU00616,23,Male,ECE,1st Year,4.8,6.7,3.6,Low,2,1,1,1,8,2.1,Average,89.9,7.94,Good,Low
STU00617,19,Male,AIML,2nd Year,4.3,8.1,6.6,Low,6,5,3,2,7,1.8,Good,77.0,8.28,Average,Low
STU00618,20,Female,CSE,4th Year,2.9,6.6,5.0,Low,1,4,1,4,8,2.2,Good,81.0,9.03,Good,Low
STU00619,18,Female,AIML,3rd Year,3.2,5.1,6.6,High,10,9,10,6,3,0.0,Poor,80.2,7.79,Good,High
STU00620,19,Male,CIVIL,1st Year,5.2,7.5,7.2,Low,1,1,2,4,7,0.4,Good,86.7,8.31,Good,Low
STU00621,21,Male,ECE,2nd Year,5.6,9.0,3.5,Low,3,4,1,6,8,2.0,Good,98.4,9.33,Average,Low
STU00622,21,Male,AIML,2nd Year,4.9,6.0,5.5,Medium,9,6,7,6,7,0.9,Poor,78.5,7.52,Good,Low
STU00623,19,Female,Cyber,3rd Year,4.8,5.6,2.8,Low,2,2,3,1,7,0.8,Poor,96.0,7.58,Poor,Medium
STU00624,21,Male,AIDS,3rd Year,3.3,6.4,3.3,Low,1,2,1,1,8,1.6,Average,77.8,8.36,Poor,Low
STU00625,22,Male,ECE,1st Year,6.4,6.5,9.4,High,10,9,8,8,3,1.3,Poor,58.9,7.9,Average,High
STU00626,19,Female,ECE,3rd Year,4.9,6.1,3.8,Low,6,3,5,3,10,2.0,Poor,93.1,7.84,Poor,Low
STU00627,20,Male,CIVIL,3rd Year,4.3,8.0,3.0,Low,5,5,2,5,7,2.0,Average,79.2,6.97,Good,High
STU00628,20,Male,ECE,3rd Year,6.5,7.0,6.1,Medium,3,3,4,4,7,1.8,Poor,80.8,8.06,Good,High
STU00629,22,Male,ECE,1st Year,6.3,6.4,6.3,High,6,9,7,10,6,0.7,Poor,70.7,8.1,Poor,High
STU00630,20,Male,CSE,2nd Year,2.4,6.8,6.7,High,7,3,9,6,5,1.8,Poor,71.2,5.92,Good,High
STU00631,23,Male,CSE,2nd Year,4.9,6.5,4.1,Low,3,4,4,7,8,2.1,Average,90.8,8.77,Average,Low
STU00632,20,Female,CIVIL,1st Year,3.2,7.1,3.6,Medium,5,5,4,1,6,1.5,Average,83.3,7.18,Good,Low
STU00633,21,Female,ECE,2nd Year,5.2,5.9,4.8,High,6,5,7,7,4,1.6,Average,74.5,8.32,Good,Medium
STU00634,21,Female,AIML,1st Year,1.0,7.6,6.6,Medium,7,5,5,8,6,1.7,Average,85.0,6.44,Average,Low
STU00635,19,Female,ECE,1st Year,5.1,6.5,4.1,Medium,6,5,3,5,9,1.5,Poor,96.7,7.59,Poor,Low
STU00636,23,Male,CSE,3rd Year,6.8,6.1,7.5,High,10,8,10,9,3,1.4,Poor,72.0,7.69,Poor,High
STU00637,19,Male,AIDS,1st Year,4.6,6.3,3.8,Low,6,2,3,4,9,2.1,Average,93.4,8.9,Average,Low
STU00638,20,Female,CSE,3rd Year,2.9,6.3,5.7,Medium,7,3,6,7,5,1.5,Average,74.0,7.73,Good,Medium
STU00639,24,Male,AIDS,1st Year,8.2,7.1,4.2,Low,3,3,2,6,5,2.7,Good,91.8,9.82,Average,Low
STU00640,25,Female,Cyber,3rd Year,6.8,9.0,3.1,Low,3,1,4,7,7,1.2,Poor,89.1,7.88,Average,Medium
STU00641,23,Female,AIML,2nd Year,3.8,7.3,4.6,Low,3,6,1,1,5,1.6,Poor,79.6,7.51,Poor,Low
STU00642,25,Male,CSE,4th Year,4.3,6.6,3.8,Medium,5,5,4,5,8,1.5,Good,100.0,8.17,Good,Medium
STU00643,24,Male,AIDS,4th Year,1.3,6.6,5.6,Medium,4,6,4,6,6,1.8,Poor,85.7,7.7,Average,Low
STU00644,21,Male,CSE,2nd Year,5.6,6.0,5.5,Medium,6,6,5,6,9,2.5,Good,81.7,8.38,Good,Low
STU00645,24,Male,CSE,3rd Year,2.7,6.3,6.5,Medium,6,5,7,7,7,0.7,Poor,79.0,7.17,Good,High
STU00646,20,Male,AIDS,1st Year,6.0,8.9,2.4,Low,5,2,6,2,6,3.0,Good,78.6,8.47,Average,Low
STU00647,21,Male,AIML,3rd Year,6.6,7.6,3.1,Low,4,1,4,5,6,1.4,Average,76.8,8.5,Poor,Low
STU00648,22,Female,AIML,1st Year,4.8,7.8,4.0,Low,4,3,4,6,8,1.8,Good,80.2,8.89,Average,Low
STU00649,25,Female,AIML,2nd Year,3.3,5.4,5.1,High,10,9,9,7,6,1.2,Poor,74.5,7.21,Average,Medium
STU00650,24,Female,AIDS,1st Year,7.3,6.5,4.7,High,6,4,7,8,3,1.5,Poor,74.6,8.09,Good,Medium
STU00651,21,Male,AIML,4th Year,5.0,7.0,6.3,Medium,5,4,6,6,7,1.1,Average,92.5,8.39,Good,Medium
STU00652,23,Male,CSE,2nd Year,4.8,6.9,4.8,Medium,2,1,1,3,5,2.6,Average,82.3,8.31,Average,High
STU00653,19,Male,AIML,3rd Year,3.0,7.8,3.6,Low,3,3,2,2,7,1.4,Good,79.7,8.0,Average,Low
STU00654,24,Male,CSE,2nd Year,5.0,8.1,4.8,Low,4,4,5,6,10,1.0,Average,78.3,7.11,Poor,Low
STU00655,22,Female,AIML,2nd Year,5.0,6.6,6.8,High,7,5,7,9,9,0.4,Poor,65.9,7.44,Average,High
STU00656,22,Male,CSE,1st Year,2.7,6.4,5.6,High,7,4,8,7,5,2.1,Poor,87.8,8.04,Good,High
STU00657,24,Male,CSE,4th Year,7.2,8.3,5.9,Low,5,5,5,3,6,2.5,Average,87.9,8.3,Good,Low
STU00658,23,Female,AIML,4th Year,8.0,6.9,3.8,Low,6,5,3,7,6,0.6,Good,90.1,7.88,Good,Medium
STU00659,18,Male,AIDS,1st Year,6.6,6.9,4.5,Low,4,3,1,4,8,2.2,Good,93.9,7.43,Poor,Low
STU00660,20,Male,CSE,3rd Year,6.3,8.6,3.0,High,4,6,3,3,7,0.7,Good,83.3,8.5,Average,High
STU00661,19,Male,CSE,2nd Year,8.3,5.6,4.3,High,7,4,9,10,4,1.3,Poor,91.7,8.07,Average,Medium
STU00662,23,Female,CIVIL,1st Year,3.0,5.4,3.2,Medium,5,5,4,6,6,0.9,Good,78.3,8.63,Good,Medium
STU00663,18,Female,CIVIL,2nd Year,3.6,4.9,5.8,High,9,8,9,10,3,1.3,Poor,63.9,6.29,Good,High
STU00664,19,Male,ECE,1st Year,4.6,6.5,6.4,High,6,7,7,6,4,1.4,Poor,79.4,7.27,Good,Medium
STU00665,22,Female,AIML,1st Year,5.9,7.2,6.0,High,8,4,10,6,3,1.6,Average,77.3,6.82,Poor,High
STU00666,23,Female,AIML,3rd Year,4.6,5.8,5.5,High,9,6,7,7,4,1.1,Average,80.1,8.26,Average,High
STU00667,22,Female,CSE,1st Year,3.1,8.7,4.4,Low,4,5,4,4,6,1.5,Good,92.0,8.72,Good,Low
STU00668,24,Male,CSE,4th Year,5.2,6.5,8.0,High,7,6,9,6,4,0.5,Poor,80.2,8.8,Average,High
STU00669,25,Male,AIML,3rd Year,4.7,6.9,3.4,Medium,5,6,6,6,6,1.1,Average,86.1,8.33,Good,Medium
STU00670,19,Female,ECE,4th Year,6.9,5.1,5.0,High,10,9,8,3,5,1.5,Poor,85.5,8.03,Average,Medium
STU00671,25,Male,AIML,3rd Year,5.2,8.3,4.5,Medium,6,4,5,8,5,1.6,Average,82.3,8.06,Good,Medium
STU00672,22,Female,ECE,4th Year,1.6,6.5,5.3,High,8,7,8,10,3,1.5,Poor,84.8,8.02,Poor,High
STU00673,23,Female,AIML,2nd Year,5.7,5.5,6.0,Medium,7,4,6,10,8,2.1,Poor,70.1,7.83,Good,High
STU00674,18,Male,AIML,3rd Year,8.3,8.1,7.6,High,9,8,7,8,4,0.2,Poor,100.0,8.12,Average,High
STU00675,22,Female,AIDS,2nd Year,4.7,7.9,5.1,Medium,3,3,1,1,6,2.4,Average,75.7,9.42,Average,Medium
STU00676,23,Female,AIDS,4th Year,7.2,6.5,6.7,High,10,7,8,7,3,0.2,Poor,69.4,7.51,Average,High
STU00677,22,Female,AIML,1st Year,4.0,8.4,4.5,Low,6,6,3,3,5,2.4,Good,78.3,7.9,Average,Low
STU00678,18,Male,ECE,3rd Year,5.7,8.1,6.1,Low,3,2,1,4,9,2.3,Average,100.0,8.64,Good,Low
STU00679,22,Female,AIML,3rd Year,3.5,8.1,2.0,Low,6,3,2,2,7,2.3,Average,80.6,7.96,Good,Low
STU00680,25,Male,CSE,2nd Year,4.1,7.8,3.8,Low,2,3,1,1,9,1.7,Poor,93.0,8.58,Good,Low
STU00681,23,Female,AIDS,4th Year,4.7,7.1,6.3,Medium,5,4,6,9,5,2.5,Average,74.6,7.55,Good,Medium
STU00682,19,Female,CSE,2nd Year,5.6,7.3,6.7,Low,5,2,6,4,6,3.0,Average,78.4,8.83,Good,Low
STU00683,25,Female,Cyber,1st Year,3.6,6.7,3.2,Medium,7,7,5,5,8,1.7,Poor,85.8,8.42,Average,Medium
STU00684,25,Male,Cyber,3rd Year,2.6,6.3,5.7,Low,8,7,8,6,5,1.7,Poor,71.1,8.56,Good,Low
STU00685,19,Male,CSE,2nd Year,5.7,6.8,2.8,Low,4,1,5,5,6,1.6,Average,86.7,8.18,Poor,Low
STU00686,24,Male,CSE,1st Year,5.7,7.4,2.6,Low,2,5,5,2,7,0.9,Poor,88.2,8.25,Good,Low
STU00687,21,Male,AIML,1st Year,4.9,8.0,3.8,Low,1,2,3,1,10,2.4,Poor,100.0,8.6,Average,Medium
STU00688,22,Male,CIVIL,1st Year,6.6,7.8,5.9,Medium,7,2,5,3,7,1.1,Poor,73.7,8.14,Good,High
STU00689,21,Female,ECE,3rd Year,5.3,6.0,9.1,High,10,6,10,7,4,1.3,Poor,69.2,7.71,Average,Medium
STU00690,24,Male,AIML,4th Year,5.7,8.2,5.2,Low,9,8,10,4,9,1.8,Average,77.6,6.8,Average,Low
STU00691,25,Female,CSE,3rd Year,4.3,7.9,5.8,Low,3,3,6,5,6,1.7,Good,83.2,8.22,Poor,Medium
STU00692,24,Female,ECE,1st Year,4.4,6.9,4.4,Low,3,2,3,8,6,1.8,Good,100.0,9.34,Average,Low
STU00693,25,Male,CSE,3rd Year,5.6,7.2,5.9,High,7,6,6,8,5,2.1,Poor,80.8,8.7,Average,Low
STU00694,25,Female,Cyber,4th Year,9.1,8.0,6.8,Medium,6,6,5,4,3,1.6,Average,61.3,8.57,Average,Medium
STU00695,18,Female,AIDS,3rd Year,6.2,6.2,4.6,Medium,6,3,5,7,9,1.4,Poor,82.3,8.56,Average,Medium
STU00696,20,Male,Cyber,2nd Year,6.1,8.3,7.1,High,7,7,5,9,5,0.5,Good,78.7,7.47,Average,Medium
STU00697,23,Male,AIML,1st Year,6.2,6.6,2.8,Low,3,6,2,4,9,2.4,Good,84.4,7.86,Average,Low
STU00698,22,Female,CSE,4th Year,1.0,8.1,5.2,Low,3,5,4,4,9,2.0,Good,80.6,7.57,Good,Low
STU00699,18,Female,CSE,4th Year,5.7,6.6,6.9,High,6,7,8,8,4,2.9,Average,69.8,7.1,Poor,High
STU00700,18,Female,Cyber,1st Year,6.3,7.4,5.4,Low,5,3,4,3,7,1.9,Good,100.0,9.01,Average,Low
STU00701,22,Female,CIVIL,4th Year,5.3,5.2,4.3,High,10,6,8,6,8,1.4,Poor,81.3,8.53,Poor,Medium
STU00702,22,Female,AIML,1st Year,4.9,7.6,4.9,High,5,5,6,5,6,1.7,Poor,80.5,8.14,Average,High
